"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"PLCE1",-1.25063163891954,7.30641758876961,-8.22003106944341,5.18969145673515e-16,1.69575625667313e-15,24.9721729599212
"TAS1R3",1.2354706448208,3.60990652353427,8.21604568415354,5.35559116750958e-16,1.74829522450265e-15,24.9411721153477
"FAM20A",-1.03940047258072,7.43512196531792,-8.21231071838529,5.515811202808e-16,1.79859599735782e-15,24.9121313949394
"PCDHGA12",-1.15761396072224,5.58335078447564,-8.20247626120567,5.9606532835622e-16,1.93995263017648e-15,24.8357213929854
"ANXA8",-2.22598697084553,6.1228328654005,-8.19261635898481,6.44214284054353e-16,2.09433400659317e-15,24.7591959156054
"CCDC151",1.38645487373858,3.7667240297275,8.18749049967449,6.70741240474285e-16,2.17815844146426e-15,24.7194452144879
"XDH",-1.81277146524013,5.96113806771263,-8.18685903580558,6.74082800584438e-16,2.18866359259822e-15,24.7145497940199
"GLI1",-1.2310016560316,4.20386457473163,-8.18074643242869,7.07290174103358e-16,2.29394427714723e-15,24.6671793345441
"FGFR3",1.661050353436,7.8319848059455,8.1734503533992,7.49044748505287e-16,2.42362311848913e-15,24.6106788288275
"SERPINB5",-2.36387593516608,6.90689892650702,-8.1726073065786,7.54023421000642e-16,2.43896342100885e-15,24.6041532209521
"SH2D2A",1.23703580578611,5.50590066061106,8.17243650948331,7.55036044904424e-16,2.44185412758157e-15,24.6028312386419
"IRS4",-1.26238978873803,0.964854913294798,-8.17006017128494,7.69264869734814e-16,2.48630475057553e-15,24.5844407690985
"EYA2",-1.34962322602313,7.92931056977704,-8.16964296924875,7.71790108468576e-16,2.49407381187783e-15,24.5812125387267
"PCDHGB4",-1.47540262278303,4.89377869529315,-8.16150493279346,8.22716046289272e-16,2.65655244264214e-15,24.5182714752829
"SEMA3E",-1.87514557325401,6.69004971098266,-8.1538808913159,8.73426224112242e-16,2.81675155215588e-15,24.4593567096804
"GPR81",-1.51699987605751,7.99519991742362,-8.15093263590851,8.93852232308439e-16,2.88036200428383e-15,24.4365872947732
"IL12B",1.14061027763118,1.8732848059455,8.15069668893289,8.95507129425541e-16,2.88524189690935e-15,24.4347653919741
"EMX1",1.88305957475731,2.88655788604459,8.1408115828418,9.67623288475602e-16,3.11563772151884e-15,24.3584783998376
"PRSS35",-1.05158694605703,2.77363707679604,-8.14020520556279,9.72228959801095e-16,3.12997656338662e-15,24.3538014638652
"CYP27B1",1.15563471749108,5.41473699421965,8.13623308613925,1.00293807302234e-15,3.22530053871377e-15,24.3231725673601
"CXCR2P1",1.81617301332182,3.8907362510322,8.13146041222661,1.04110389460759e-15,3.34489248142312e-15,24.286388337808
"GRB7",1.22840169921156,9.14346969446738,8.12989593427768,1.05392366873875e-15,3.38555044894484e-15,24.274334712239
"IL1RL2",-1.32629178940972,3.58448951279934,-8.1262649205063,1.08428032675069e-15,3.48197639733954e-15,24.2463673337552
"NUDT11",-1.11824571238946,4.90318670520231,-8.1218591417517,1.12227424215777e-15,3.60060793741195e-15,24.2124474744288
"CDK6",-1.08588516768221,8.9061710982659,-8.11991743850212,1.13943289359448e-15,3.65451606084905e-15,24.1975036383996
"HOXD8",-1.03962300212701,7.06951073492981,-8.11899568670964,1.1476686467062e-15,3.67978093344969e-15,24.190410726293
"IGF2AS",-1.03639206288282,1.73929892650702,-8.1179689404722,1.15691165059784e-15,3.70883763066423e-15,24.1825107282204
"CACNA1E",1.01290266756225,2.22795623451693,8.11766555568204,1.15965681489238e-15,3.71705767521321e-15,24.1801765942945
"MGP",-1.57459305922053,14.3439906688687,-8.11296081491315,1.20305899663505e-15,3.85497131277003e-15,24.1439900148512
"SYT13",2.75739339106655,7.21647043765483,8.10055379535221,1.3253489926172e-15,4.23756655013722e-15,24.0486514770636
"SUCNR1",-1.17929199091621,3.12706696944674,-8.09446876803777,1.38972856727586e-15,4.43787952810288e-15,24.0019404919611
"ESYT3",-1.46818342209215,3.71877093311313,-8.09166451312622,1.42042642390224e-15,4.53449766485974e-15,23.9804245643655
"ETNK2",1.14992412400647,9.52957976878613,8.09134900204442,1.42392186507512e-15,4.54494960976247e-15,23.9780041925038
"C1orf150",-1.14612759999361,2.21545672997523,-8.09003966142545,1.43851848341176e-15,4.59082612536039e-15,23.9679607871014
"PCDHGB5",-1.65785088199076,6.26504417836499,-8.082643021737,1.5237909262028e-15,4.85918417442429e-15,23.911251642372
"PRKG2",-1.27212220169841,3.54566061106524,-8.08199845711892,1.53145372918526e-15,4.88134529734099e-15,23.9063120481086
"C10orf140",-1.19150416686658,4.05062634186623,-8.07880010865538,1.57004250436954e-15,5.00046115648566e-15,23.8818068666069
"SLC26A5",-1.12667300612516,1.59863781998348,-8.0775122608419,1.58585005904112e-15,5.05002353220321e-15,23.8719420623071
"RTN1",-1.35233476546882,7.73636919900908,-8.07669164643402,1.59600436564896e-15,5.08157097189411e-15,23.8656569622798
"CST6",1.62584826560475,4.92948513625103,8.07631921568165,1.60063396231221e-15,5.09552104919672e-15,23.8628046977508
"MUC7",-1.73810399894449,1.44101866226259,-8.0759126740839,1.60570270175862e-15,5.11086456854333e-15,23.8596913297491
"SRD5A2",1.19458776807561,2.28910908340215,8.05826053728194,1.84173858576105e-15,5.84312983552378e-15,23.7246438104363
"FOXJ1",2.15142731932383,4.19592543352601,8.04742881354386,2.00318425799687e-15,6.34748770129275e-15,23.641907180995
"SCGN",-1.922265047418,2.32341329479769,-8.03932567247119,2.13301097214353e-15,6.74741375317514e-15,23.580077820579
"MYO15B",-1.05150317692589,8.53329190751445,-8.03726366330856,2.16735094194819e-15,6.85181934681188e-15,23.5643530137327
"ATP13A4",-2.05797243199156,4.86662749793559,-8.03333795309349,2.23424190924077e-15,7.06002561131493e-15,23.5344257093154
"SLC22A18AS",1.0576337547378,3.65033699421965,8.0318340531699,2.26040292187166e-15,7.14159310342032e-15,23.5229643420483
"PPP1R1B",-2.4255890482816,8.87280495458299,-8.03141270197558,2.26778652405296e-15,7.16381863960721e-15,23.5197535295217
"MST1P9",-1.25979839834317,3.68837341040462,-8.01862581581656,2.50352919638559e-15,7.89151764191558e-15,23.4223859361441
"SLC5A1",-2.29872221129396,6.29505962014864,-8.01615400005966,2.55181093002044e-15,8.04123996827622e-15,23.4035800226589
"CSTA",-1.34045553503174,6.64399331131296,-7.99611159660496,2.97873580320051e-15,9.36518120265248e-15,23.2512871946422
"C1S",-1.06385007036735,12.4523388934765,-7.99610907864515,2.97879363143306e-15,9.36518120265248e-15,23.251268083387
"MAST4",-1.13358399782504,8.97754582989265,-7.9832235117087,3.28970050381989e-15,1.03221078012261e-14,23.153537844367
"KANK4",-1.4534285299621,7.41245350949628,-7.97779225152127,3.43013782065341e-15,1.07545402348831e-14,23.1123870831798
"KCNK12",1.00209557965104,1.52076473988439,7.97044150218369,3.62966015931293e-15,1.13714211919265e-14,23.0567331635206
"PRSS27",1.15468590334085,5.48898100743187,7.96400662713225,3.81368478064775e-15,1.19370252396247e-14,23.0080514095553
"MARCH10",1.12212685154088,2.068017671346,7.95994303019328,3.93460192530168e-15,1.23117478321054e-14,22.9773273181707
"FAM95B1",-1.15875149770507,3.68575805119736,-7.9573942087061,4.01236558387212e-15,1.25416969300997e-14,22.9580633637585
"SLITRK4",-1.1562551416143,5.17377993393889,-7.93765398465299,4.66819497565643e-15,1.45539928398218e-14,22.809055206571
"FKBP5",-1.0343417422316,10.5398632535095,-7.93728710404,4.68133374034432e-15,1.45905240153741e-14,22.8062889810461
"SDK2",-1.62331450207104,6.41436449215524,-7.93498324313239,4.76467692015725e-15,1.48412710014912e-14,22.788920843598
"C1QTNF2",-1.06226314430105,4.60700800990917,-7.93446617041791,4.78358226568049e-15,1.48978980452701e-14,22.7850234069237
"FAM190A",-1.15867094068353,5.40256523534269,-7.93097307109021,4.91324900193277e-15,1.52878147938284e-14,22.7587001580123
"SAMD11",1.76093389307361,5.67978753096614,7.92137476326458,5.28765193747556e-15,1.64353511394963e-14,22.6864231476289
"SLC23A1",1.33237777351309,3.72412180016515,7.92052577471867,5.3220914302968e-15,1.65398935912797e-14,22.6800339059409
"NCRNA00093",-1.22682463656863,2.5048597853014,-7.91998249196689,5.34424577379483e-15,1.66062306244904e-14,22.6759456412979
"OAS1",1.03263206592142,9.66617836498761,7.91952271407853,5.36306589358423e-15,1.66621886796738e-14,22.6724859577372
"SYT5",1.57254403156935,1.98946985962015,7.91319680937646,5.62873368311351e-15,1.74743539262544e-14,22.6249039016634
"MNX1",1.69956727518432,2.98942848885219,7.91102836405927,5.72275365847473e-15,1.77608666074809e-14,22.6086012239088
"TM7SF4",1.17077245438116,3.20148918249381,7.90834062508786,5.84143973265384e-15,1.81264748656867e-14,22.5884000137236
"SLCO5A1",1.2230100241488,2.67156540049546,7.90741401095752,5.8829171948701e-15,1.82496660638687e-14,22.5814369599539
"MUC4",-1.48789368692927,3.1145240297275,-7.90546800530331,5.97097223537096e-15,1.85116369665004e-14,22.5668160702212
"CACNG4",1.99892321003053,9.47739603633361,7.90154387280259,6.15250499510777e-15,1.90629229625057e-14,22.5373428239329
"WDR17",-1.66449317756561,4.24423418662263,-7.89740842788041,6.34970016213935e-15,1.96650089498749e-14,22.5062967402915
"HOTAIR",2.09769617457499,5.163139223782,7.89564023446653,6.43590393738991e-15,1.99259701153091e-14,22.4930268304187
"FOXD3",1.41102060483936,2.29890528488852,7.88158389934442,7.16348016138008e-15,2.21518674067078e-14,22.3876324142697
"OLAH",-1.2327057517312,1.09704896779521,-7.881235633945,7.18249953608725e-15,2.22073366680529e-14,22.3850232706994
"KLK10",-2.42613896032241,5.23604277456647,-7.87993877195068,7.25376208910107e-15,2.24242938848434e-14,22.3753083219327
"GBP5",1.48729812327079,7.75060313790256,7.87304304680394,7.64454595703528e-15,2.36252489083147e-14,22.3236758458092
"CA9",2.41868795278991,3.17783658133774,7.87217705610344,7.69506540629975e-15,2.3774220134136e-14,22.3171945312227
"FIBCD1",1.79652383693966,3.61880082576383,7.86985891061889,7.83192417940946e-15,2.41824941199092e-14,22.2998480538194
"TTBK1",1.03262524028851,3.01182130470685,7.85101232378006,9.03733138507205e-15,2.78499569702085e-14,22.1589918700349
"ZNF552",1.08655389819123,9.78007415359207,7.838279253003,9.95338506586471e-15,3.06085972741466e-14,22.0639996799975
"MT1A",-1.62355090118185,3.31513104872007,-7.83287409392438,1.03693677835381e-14,3.18448946291754e-14,22.0237178213842
"KPNA7",1.13111734555166,1.77284954582989,7.83255577252734,1.03943930109647e-14,3.19169740525134e-14,22.0213463190961
"OBSCN",-1.01072658926259,8.4843465730801,-7.8263405442691,1.08951080521115e-14,3.34244722519202e-14,21.9750601616007
"MCOLN3",-1.29718556749669,5.59390751445087,-7.82622356778953,1.09047562690698e-14,3.34440762181062e-14,21.9741893305737
"MRPS30",1.03872761278766,9.74000974401321,7.81580640660842,1.17985843077847e-14,3.61314045105637e-14,21.8966859693264
"COL4A4",-1.21933183242976,5.13082180016515,-7.81102832049571,1.22323427711956e-14,3.74095035144712e-14,21.8611683640726
"HMGCS2",-3.06937449743319,6.25592270850537,-7.81062700792176,1.22694813868844e-14,3.75174937254598e-14,21.8581861257369
"MGST1",-1.22220936525453,11.3149511147812,-7.80982156884079,1.23443545544336e-14,3.77408189132571e-14,21.8522011560594
"DCDC2",-1.97348830462665,5.89310941370768,-7.80024354224702,1.32699753518477e-14,4.05164476462573e-14,21.7810725596503
"MAN1A1",-1.03991220313774,9.98418472336912,-7.79972467759065,1.33220255314789e-14,4.06693210648717e-14,21.7772216063489
"VAV3",1.19831783492458,11.216571345995,7.7982750835085,1.34685105715326e-14,4.11103957825697e-14,21.7664641146414
"RET",1.87691710486334,8.62653575557391,7.79816557171094,1.34796412521709e-14,4.11382540370251e-14,21.7656514969581
"ADRA1B",-1.13215929968494,3.83246184971098,-7.76608869734851,1.71622071796382e-14,5.21521778268164e-14,21.5280736454223
"DAPL1",-1.64714484079387,2.40920115606936,-7.76401292388767,1.74320361730409e-14,5.29486170487541e-14,21.5127299206247
"FMO6P",-1.04898836140031,0.949480511973576,-7.76199261533155,1.76986665675223e-14,5.37346383660505e-14,21.4977997464346
"EGLN3",1.11700424842873,9.06754483897605,7.7588809298312,1.81172089074044e-14,5.49809754425739e-14,21.4748111250471
"RALGAPA2",-1.11162798221626,8.43293146160198,-7.75831032699199,1.81950096663901e-14,5.52089193690495e-14,21.4705965101775
"LGALS9C",1.10136354971293,4.24464054500413,7.75754797373115,1.82994690358022e-14,5.55176739035051e-14,21.4649660166812
"PRPH",-1.17262754401957,2.43499702725021,-7.74399247288704,2.02586365816214e-14,6.13345832503593e-14,21.3649331261961
"CAPN13",1.84734724447857,8.19010214698596,7.74348877305999,2.03352848066408e-14,6.15575637098697e-14,21.3612191227989
"DMBT1",-1.5654733963441,2.28733253509496,-7.73871725029098,2.10756849649618e-14,6.37330700148279e-14,21.3260474091905
"HAS1",-1.49720167922085,2.87557208918249,-7.73863006020277,2.10894583858737e-14,6.37653285216475e-14,21.3254048987192
"SCUBE3",1.63729223400343,5.84368513625103,7.73511590001686,2.16520313361998e-14,6.54277602785077e-14,21.2995142386316
"C9orf98",1.00780268195557,6.0276995045417,7.73413236429707,2.18121129932035e-14,6.59017924577584e-14,21.2922699229199
"COLEC12",-1.08674967375138,8.98103534269199,-7.725166219839,2.33262542160829e-14,7.03522842744501e-14,21.226267499822
"TMEM151A",1.26493987509796,1.75218406275805,7.72073630245466,2.41120936005088e-14,7.26796772307217e-14,21.1936831745178
"LOC643719",-1.35834513265844,2.90018340214699,-7.71981153436688,2.42794016010226e-14,7.31517632622533e-14,21.186883165021
"TIGIT",1.42738867885302,5.44144128819158,7.71483919800875,2.51987828452416e-14,7.58216344442049e-14,21.1503332076898
"ERBB2",1.11091465240131,12.8702311312964,7.70751511419741,2.66157675884272e-14,8.00148936287027e-14,21.0965352187992
"FMO3",-1.22403599929633,5.35622625928984,-7.70519961284713,2.70798593975513e-14,8.13981718055239e-14,21.0795366758248
"BAI2",1.34319462329481,8.34975722543353,7.70079652031761,2.79844539569432e-14,8.4055719054286e-14,21.0472254936503
"TNNI3",1.74990382702426,2.28806597853014,7.70005998684682,2.81386492870837e-14,8.45065052463177e-14,21.0418222297916
"HIST3H2A",1.46848366517937,5.48846771263419,7.69987084066509,2.81783823971022e-14,8.46134548211946e-14,21.0404347150535
"SLCO4A1",-1.25953197156519,5.00059545829893,-7.69975447017517,2.82028552835356e-14,8.46745567374944e-14,21.0395810744211
"SCG3",-1.47328491899759,1.74188125516102,-7.69709245539232,2.87684318116161e-14,8.63221141614264e-14,21.02005694647
"CCL7",1.45159521182171,1.76133575557391,7.6962867088564,2.89418136364216e-14,8.68296703135664e-14,21.0141485320407
"KLK11",-2.59763802795502,4.23557935590421,-7.68524526423397,3.14239902861009e-14,9.41252583270573e-14,20.9332398274715
"SLITRK5",-1.65963769450975,3.75239223781998,-7.68481371745681,3.15251468992271e-14,9.44144807937466e-14,20.9300797087345
"GVIN1",-1.16289741479954,6.09346820809249,-7.67985134687148,3.271164527373e-14,9.78822442019643e-14,20.8937529641304
"GDF15",1.54203758895872,7.35781502890173,7.6788084142287,3.29665454205234e-14,9.86306000412919e-14,20.8861209427587
"WIPF3",-1.00253732508116,3.78575615194055,-7.66321034645157,3.70205555295772e-14,1.10646674191617e-13,20.772088858665
"COL13A1",1.02835602200579,4.80207415359207,7.6617759983727,3.74171102246286e-14,1.11766808222265e-13,20.7616133968814
"C4orf39",-1.01049087223528,3.68243641618497,-7.65934466052838,3.80988777958093e-14,1.13753630184404e-13,20.7438606926084
"TMPRSS5",-1.15965692718578,2.45571329479769,-7.65646970804491,3.89208330798632e-14,1.161908831074e-13,20.7228754800943
"ACCN3",1.14386776935501,4.0245093311313,7.65171139385865,4.03197702299438e-14,1.2031466320069e-13,20.6881587075716
"GPR115",1.40503226742792,2.14020611065235,7.65154410632708,4.03698429446391e-14,1.20446573994106e-13,20.6869385302093
"TRIM9",-1.22324795374946,5.32218398018167,-7.63480045501459,4.57039721780072e-14,1.36163481180451e-13,20.5649346370198
"EFHB",-1.08906983799517,2.62250289017341,-7.63305923145018,4.62970062670697e-14,1.37910263880288e-13,20.5522610076514
"CD164L2",-1.35984546690336,3.66205763831544,-7.63212863408358,4.66170531562859e-14,1.38823339323839e-13,20.5454886595633
"CCDC144B",-1.37762561931264,4.24969248554913,-7.62889418337259,4.77464644285304e-14,1.42001291426587e-13,20.5219560344379
"HLA-DPB2",1.00207379775784,2.69986606110652,7.62330385644267,4.9762356269629e-14,1.47782608739402e-13,20.4813043148277
"ATP2A3",1.04542208735146,10.2578284062758,7.62133480904606,5.04921695378623e-14,1.49928296299149e-13,20.4669922481811
"HOXB9",1.1714011234787,4.31200867052023,7.61265035451664,5.38387372032721e-14,1.59565363762549e-13,20.4039091592414
"FAM65B",-1.11205986742151,6.7078779521057,-7.60115087236337,5.86080172854643e-14,1.73275143270533e-13,20.3204785170292
"HEPACAM2",-2.0120595275792,4.06384285714286,-7.60004827063225,5.90865873043699e-14,1.74639740477788e-13,20.3124849805444
"SUSD4",1.31907325401014,8.43453815028902,7.59923854514513,5.94404858844205e-14,1.75660454182691e-13,20.3066153813264
"TNS4",-1.7566729077708,8.23792584640793,-7.59568741981871,6.10173405215017e-14,1.80190736609095e-13,20.2808804281802
"C16orf79",1.00811838586896,4.03264426094137,7.59541477344322,6.11400954891926e-14,1.80501317284027e-13,20.2789050157927
"KLRC1",-1.14418692526668,2.46794541701074,-7.58877222612671,6.42070589041364e-14,1.89402937488483e-13,20.2307974957374
"NAT1",1.98666314030289,9.45320412881916,7.58758034195315,6.47731730058871e-14,1.91034799857903e-13,20.2221695256146
"SNX32",-1.07421380799309,1.80482006606111,-7.5795618964625,6.8711518955222e-14,2.02417489474919e-13,20.1641565585565
"HPGD",-1.72164997281261,6.04319042113955,-7.57551816811095,7.07861073116925e-14,2.08379521524096e-13,20.1349215839581
"SLFN13",-1.24622142765756,7.55201965317919,-7.57338716072229,7.19040770823348e-14,2.11549255159119e-13,20.1195207311038
"LOC400931",-1.00035077404085,5.25067283236994,-7.57204811294578,7.26154407332664e-14,2.1358094530859e-13,20.1098454094013
"LIF",-1.09418761134833,6.79362741535921,-7.56996544469887,7.37356367940238e-14,2.16813609765298e-13,20.0948001320409
"CLGN",1.79064872059365,7.08091824938068,7.56779147574276,7.49230827541665e-14,2.20210578230929e-13,20.0790993098973
"NDRG4",-1.00356866413984,6.65230611065235,-7.55481882979658,8.24102763994186e-14,2.41870332305942e-13,19.9854936384898
"PYDC1",2.17385586207999,3.2235382328654,7.55151730999247,8.44304195307959e-14,2.47657738672273e-13,19.9616944522226
"CXCL13",2.22727373058901,6.72353451692816,7.54676771812799,8.74223619269504e-14,2.56250869554582e-13,19.9274733625887
"IGFBPL1",1.18574825201107,1.80090520231214,7.53759179937331,9.35011000052419e-14,2.73561006570844e-13,19.8614158193572
"NRG3",-1.22888167890099,2.54239463253509,-7.5374275646354,9.36136043326092e-14,2.7385113949109e-13,19.8602341579166
"IL20RA",-1.53330693438244,7.77450602807597,-7.52563258139279,1.02051517181641e-13,2.97813453836401e-13,19.7754310784869
"PRTG",-1.16517697708263,5.61293393889348,-7.52257464329074,1.0435857816512e-13,3.04373008911764e-13,19.7534649796254
"ATP6V0D2",1.3369344528139,3.89515829892651,7.5193948307448,1.06812014737324e-13,3.11351790793307e-13,19.7306320408436
"HTRA4",1.03567683554831,2.74448563170933,7.5189295238695,1.07175758033308e-13,3.12323394240428e-13,19.7272915989597
"BRSK1",1.11714041244862,6.2713559042114,7.5159173392054,1.09560128203899e-13,3.1904530950724e-13,19.7056716541411
"PRKG1",-1.19797973180444,5.86258142031379,-7.5082081484983,1.15902856767317e-13,3.37037627398444e-13,19.6503749011027
"IGFALS",1.68383457675639,4.64389611890999,7.5036615665081,1.19811505685298e-13,3.48157142493867e-13,19.6177872500275
"PRPH2",-1.01154690543589,3.99560611065235,-7.49964532977536,1.23371915347172e-13,3.58199041447808e-13,19.5890158095412
"PCDHGB2",-1.21375868477027,5.09509223781998,-7.49690457322881,1.2586115994876e-13,3.65116520241351e-13,19.5693896858891
"KLRB1",-1.30718677253754,4.71991007431874,-7.49648224465241,1.26249101275605e-13,3.66190173663207e-13,19.5663660389908
"PANX2",1.20415013193878,5.88807390586292,7.49341878450084,1.29098562695778e-13,3.7434936329722e-13,19.5444379475956
"CA11",-1.12417034016216,6.62790313790256,-7.49280803252055,1.2967416938186e-13,3.75965357634456e-13,19.5400671924829
"DIO3",-1.35278154296406,3.50075483071841,-7.49137286851812,1.31036704741903e-13,3.79808491931564e-13,19.5297979337972
"SGCD",-1.05594390202947,8.11596746490504,-7.49011066552854,1.32246667331396e-13,3.83099207042976e-13,19.5207677722476
"RLTPR",1.44424635609077,4.98029975227085,7.4890489413866,1.33272955499756e-13,3.85963291918465e-13,19.5131729674923
"HMP19",1.5466485510723,2.13934368290669,7.48768365104948,1.34604201946637e-13,3.8976364823194e-13,19.503408112295
"GPR37L1",1.21556451886325,3.08184360033031,7.48476390686688,1.37495202632988e-13,3.98022632551502e-13,19.4825309081898
"FAM171A2",1.02804260263237,5.27990602807597,7.47970655928749,1.4264799536323e-13,4.12764389683877e-13,19.4463866432981
"KIF19",-1.30251507060724,3.10832006606111,-7.4758532727928,1.46701087360008e-13,4.24133688705951e-13,19.4188626076811
"RCOR2",1.3179479105695,5.51011172584641,7.46973698671846,1.53368310050125e-13,4.43097580260212e-13,19.3752005099381
"STOX1",-1.03101336579826,6.8067440957886,-7.46844525540028,1.54814064409875e-13,4.47211586089029e-13,19.3659834440027
"GATA3",1.48164467367141,12.530895045417,7.4578244365113,1.67220845546872e-13,4.8250793521817e-13,19.290254380455
"PHYHD1",-1.58846854259623,7.68010033030553,-7.44734396568527,1.80420938564682e-13,5.19938499260656e-13,19.2156223854098
"PCSK4",1.21334490796271,5.59683030553262,7.44354280365197,1.85457484439461e-13,5.33928222625458e-13,19.1885777656898
"CXorf30",1.09890324089623,1.33242675474814,7.43579732185453,1.96152090277667e-13,5.6440117917316e-13,19.1335089707577
"MT1E",-1.16648922819811,8.67853732452519,-7.4302366729418,2.0420179835574e-13,5.8715166950187e-13,19.0940061534571
"CCR4",1.2677154864143,4.42798084227911,7.4278704490945,2.07724944441448e-13,5.97031094691717e-13,19.077204693049
"APLP1",1.34304659997761,6.55824682080925,7.41880253532682,2.21788670456233e-13,6.36116429794142e-13,19.0128628606649
"KCNH1",1.62704213325016,5.2453078447564,7.41686058152338,2.24920111541859e-13,6.44737488125436e-13,18.9990929587058
"NKX6-1",1.26759585552303,2.75423212221305,7.41587302528085,2.2652920596875e-13,6.49168704430266e-13,18.9920917101537
"PNLIPRP3",-1.30422871307713,0.739654582989265,-7.40240558326168,2.49636102823709e-13,7.14090733032011e-13,18.8966996667105
"TUBA3C",1.33415362471813,1.65666556564822,7.39635646968851,2.60755021818305e-13,7.44858855980215e-13,18.8539043641059
"GPC2",1.22442030497849,4.37030520231214,7.3954996200451,2.62368881859538e-13,7.49260417940787e-13,18.8478450448163
"PNCK",1.58535229173663,3.64381800165153,7.39235093031428,2.68384196551927e-13,7.66118959289637e-13,18.825584199629
"LOC154822",-1.28228456236306,3.13196630883567,-7.39031045171393,2.7235457750262e-13,7.77128488690588e-13,18.8111628935835
"HHIPL2",1.65394780741735,3.6293789430223,7.38460560547046,2.83764183981716e-13,8.08897347562431e-13,18.7708625670948
"SPDEF",1.79081502662763,10.8149697770438,7.38288673269189,2.87293137486598e-13,8.18729610299815e-13,18.7587256343974
"LAG3",1.22050425402613,5.61647621800165,7.38075066296658,2.91738811890643e-13,8.31052838645054e-13,18.743646478274
"COL12A1",1.03528326376561,12.8715861271676,7.37918514315814,2.95039927531462e-13,8.4022329202676e-13,18.7325975367633
"KMO",1.3821684122567,6.72899810074319,7.37274454658017,3.09011573533048e-13,8.78428081505606e-13,18.6871643833724
"VWDE",-1.70279970813543,4.05152758051197,-7.37234667655777,3.09895699671528e-13,8.80819426035783e-13,18.6843589240267
"SLC6A15",-1.75399677589599,2.23516672171759,-7.35268349298381,3.56832193243034e-13,1.01184598443087e-12,18.5458824074445
"RANBP3L",-1.60537851556879,4.73422080924855,-7.3508305817731,3.61599816723494e-13,1.02479903883674e-12,18.5328508495253
"NPNT",1.27078007644451,11.0025279933939,7.34828405107807,3.68254488685306e-13,1.04337077735431e-12,18.5149459534201
"HSPB8",-1.43819090342081,8.93371197357556,-7.34648345812934,3.73032380540717e-13,1.05647051627823e-12,18.5022892393835
"HP",-1.78172576644438,3.70258753096614,-7.34514594426118,3.76620890959964e-13,1.06633938648573e-12,18.4928894333139
"CACNG1",1.6011734323274,3.4261146985962,7.33891908937296,3.93779223281922e-13,1.11415207469375e-12,18.4491488279644
"UGT2B7",-1.2894354107694,1.38086581337737,-7.33352345206545,4.09266974767766e-13,1.15733484738047e-12,18.4112745588344
"PRR18",-1.01443571542804,1.26929099917424,-7.33322281375861,4.10147330313738e-13,1.15966460423372e-12,18.4091650003558
"RORB",-1.14851606614531,2.60610363336086,-7.3326933534161,4.11702271723539e-13,1.16358034670763e-12,18.4054500056241
"ASPN",1.37643877240958,10.0852981833196,7.32832956287598,4.24740727938201e-13,1.19894502194023e-12,18.3748405165676
"DNAJC22",1.35487203057781,6.3110985136251,7.32614664667274,4.31414494604559e-13,1.21670380186286e-12,18.3595348662291
"EGF",-1.64162851636841,6.45437976878613,-7.3243848318318,4.36875929892366e-13,1.23184491700182e-12,18.3471848362447
"SPEG",-1.05219853108157,7.69734797687861,-7.32343799356399,4.39839048791662e-13,1.23985935352091e-12,18.3405487797266
"DOK7",1.75796362247917,5.8293995045417,7.32055083683826,4.48996886512426e-13,1.26515318145761e-12,18.3203185597265
"RNF212",-1.48828977114619,4.29889768786127,-7.29930756790259,5.22392751692901e-13,1.46853665510821e-12,18.1716921139608
"B3GNT4",1.02625656175534,2.57809075144509,7.29152367327087,5.52138839495437e-13,1.55045963272348e-12,18.1173318498106
"C6orf155",-1.27641051991876,5.12908563170933,-7.27760088252929,6.09552864592016e-13,1.70911230675691e-12,18.020231947291
"LTA",1.12998584896607,3.46826754748142,7.27019782053738,6.42430771324424e-13,1.79957753244514e-12,17.9686709663222
"CDC20B",2.12715035583489,2.50186804293972,7.26558953829396,6.63770467641012e-13,1.85859352164075e-12,17.9365993971743
"KCNMA1",-1.14900315133777,8.90488257638316,-7.26142027222459,6.83676565179362e-13,1.91344022045192e-12,17.907599238078
"STEAP2",-1.11939170944682,8.84276350123864,-7.26140903515146,6.83731001326608e-13,1.91344022045192e-12,17.9075210969931
"BTC",-1.04996292840123,3.60299768786127,-7.25768289496045,7.02018586548451e-13,1.96301301850173e-12,17.8816161334376
"HMCN1",-1.14590466743429,9.0573367464905,-7.25632066069278,7.08823620013482e-13,1.9817716081815e-12,17.8721486165952
"FAM176B",1.03130922052168,8.22943443435178,7.25618247751722,7.09517524397049e-13,1.98344155444872e-12,17.8711883356622
"RSAD2",1.07447738329414,8.79438711808423,7.25541591735185,7.1337904567206e-13,1.99369341242137e-12,17.8658615580084
"B4GALNT3",1.28979324553408,7.56598728323699,7.24131941842785,7.88186211981037e-13,2.19826965520591e-12,17.7679978534605
"LRRN2",1.061228609925,8.59691800165153,7.23451739709398,8.269895438307e-13,2.30242681514026e-12,17.7208378313956
"UCP1",-1.24050013913544,1.05206639141206,-7.22568731569323,8.80173422594326e-13,2.44519084788383e-12,17.6596774151284
"VSNL1",-1.30668725791233,5.75438274153592,-7.22158213057794,9.06030016390553e-13,2.51668194242972e-12,17.6312667099738
"ASS1",-1.21958722112938,10.3097448389761,-7.21610318858331,9.41705195630715e-13,2.61330192839938e-12,17.5933717359769
