"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"MMRN2",-1.99821458603209,9.39553798513625,-21.5774562268021,1.2580574376282e-87,5.39398840101008e-86,188.913461021719
"TSPAN7",-2.96434249068433,7.69136292320396,-21.5774332091572,1.25850971460488e-87,5.39398840101008e-86,188.913102744161
"ABCA8",-5.09109812726895,5.99988051197358,-21.5643049100542,1.54482406896873e-87,6.60734127831835e-86,188.70878387136
"LLGL2",1.90798870284189,10.3870042939719,21.5586851811928,1.68647101616943e-87,7.19818086527203e-86,188.621339545458
"C17orf103",-1.71682189064275,8.38173856317093,-21.5580910414009,1.70218473739013e-87,7.2501769001285e-86,188.612095179486
"GSTM5",-4.1170843840458,5.19875871180842,-21.5563131521408,1.75008490986612e-87,7.43876670798168e-86,188.584433242452
"PRCD",-1.96496209118969,2.72975755573906,-21.5075141874749,3.74713308859886e-87,1.58943475844906e-85,187.825572988847
"TTK",2.85945888947529,7.5174848059455,21.504579011641,3.92261779669126e-87,1.66044006940354e-85,187.779953241585
"E2F8",3.24243924179181,6.09254847233691,21.4996046849719,4.23895848333188e-87,1.79065468441982e-85,187.702646488798
"MMD",-2.19262197620305,8.49000346820809,-21.4991956224251,4.26607942410419e-87,1.79841089480203e-85,187.696289541775
"TSHZ2",-3.18917637656128,6.29105301403798,-21.4691383648186,6.81527679242133e-87,2.86716460140184e-85,187.229339133555
"TMEM63B",1.19600485134896,10.4105541701073,21.4650332336447,7.26542316847213e-87,3.05028911347102e-85,187.165587098399
"GIMAP8",-2.02740102272546,7.97641486374897,-21.4539540411932,8.63409080188758e-87,3.61750784005616e-85,186.993556235878
"FAM13C",-2.72046465400054,5.88298018166804,-21.4526142902951,8.81615993947143e-87,3.68626809689101e-85,186.972756106181
"KLF9",-1.80362626061507,9.93518026424443,-21.4430919108285,1.02255594947063e-86,4.26688488671385e-85,186.824934401888
"LGALS12",-4.98562149322715,4.216248059455,-21.4386257456136,1.09620307071916e-86,4.56491866974935e-85,186.755613529885
"APCDD1",-2.51371233667578,8.47588786127168,-21.4172627186131,1.52871614801241e-86,6.35314625884511e-85,186.424120334363
"C7orf58",-2.98736397191705,7.34634896779521,-21.4098671442688,1.71519504360291e-86,7.11372813033692e-85,186.30939671976
"LOC388387",-1.19261124278335,0.412324360033031,-21.4031206082119,1.90505099441829e-86,7.88522115229991e-85,186.204756827041
"PCOLCE2",-5.11786194565722,5.42420107349298,-21.3834656631094,2.58641454928803e-86,1.0683921669393e-84,185.899989970283
"GPR116",-1.93171663148299,9.44670057803468,-21.3637144937851,3.51629083859662e-86,1.44668238309396e-84,185.593858176489
"GRIA4",-4.58219553567145,3.05559843104872,-21.359933967543,3.72914894999852e-86,1.53118855886939e-84,185.535276739136
"CCDC46",-2.13333297989733,6.5092769611891,-21.3456407242131,4.65687924632813e-86,1.90829802249733e-84,185.313836990042
"HOXA6",-2.8328913831982,2.35909925681255,-21.3417174552561,4.94963964816176e-86,2.0242251389793e-84,185.253067000073
"TUBA1C",1.49045201586465,11.7916908340215,21.3340912291622,5.57234030282669e-86,2.27435678761495e-84,185.134954019826
"SH3BGRL2",-2.3153377041053,8.39257580511974,-21.3330822476841,5.66038433490907e-86,2.30570814277149e-84,185.119328610677
"MYLK",-2.56245036063266,10.9878887696119,-21.3317974854611,5.77450660205895e-86,2.34753704040139e-84,185.099432856788
"TMEM195",-2.77484896927825,1.85689000825764,-21.315722293407,7.41246689312503e-86,3.00746927501693e-84,184.85053920986
"LOC257358",-1.67092299493036,1.4817210569777,-21.3139754186649,7.61632510214974e-86,3.08408588455886e-84,184.823497309754
"POLR3K",1.37656661469077,8.90683592072667,21.2972073189628,9.88153815663403e-86,3.99346414086017e-84,184.56397555741
"RNF150",-3.20223270962274,5.4730862923204,-21.294818359226,1.02549069662913e-85,4.13621296695403e-84,184.527008900555
"PLEKHM3",-1.77456957811575,7.97632444260941,-21.2795180609847,1.30038570952961e-85,5.23468992483195e-84,184.290297410324
"PAK3",-3.28524425146732,2.69084360033031,-21.2712312744248,1.47883622992862e-85,5.94139095898916e-84,184.162124495788
"FREM1",-3.93641395432519,5.16976696944674,-21.2631355485954,1.67675982528982e-85,6.72341390882813e-84,184.036928667998
"AKAP12",-2.76656509699499,9.20117563996697,-21.2556860948948,1.88216905020065e-85,7.53234514631956e-84,183.921746231983
"FAM162B",-2.38275784356059,3.46113047068538,-21.2541460024317,1.92767317726551e-85,7.69944169829978e-84,183.897935824452
"CIDEA",-5.73214111452286,3.7754053674649,-21.2366796265926,2.52738390236574e-85,1.0075182818557e-83,183.627954105415
"ALDH1A1",-2.887859864223,8.58066061106524,-21.2342594076023,2.62402629648756e-85,1.04401666408701e-83,183.590552214597
"CLDN19",-4.31184009579555,2.76717357555739,-21.219719694053,3.28742746470205e-85,1.30291285425354e-83,183.365897465082
"SSTR1",-3.10993940091797,2.92852997522709,-21.2090600311843,3.87795345095102e-85,1.53399584485596e-83,183.201238457497
"FANCI",1.79350463305026,9.65829917423617,21.206519283719,4.03367635255542e-85,1.59252645226852e-83,183.161997302706
"C20orf194",-1.37156938940331,8.76071544178365,-21.1918425653169,5.06352195430518e-85,1.99528034015135e-83,182.935361451834
"GGTA1",-2.37099776823553,7.17054401321222,-21.1902409275594,5.19071718074863e-85,2.04148321304156e-83,182.910633528186
"GPBAR1",-2.36097064562043,3.56069124690339,-21.1778025519158,6.29348544193329e-85,2.47046378820058e-83,182.718624726408
"FERMT2",-1.86739578595533,9.89668662262593,-21.1496391135863,9.73292730245447e-85,3.81330147937768e-83,182.284062200388
"MEOX2",-3.4054194277855,5.90580767960363,-21.1185555718058,1.57432776127489e-84,6.15637122647115e-83,181.80475085405
"CES1",-4.30311655951639,7.08405309661437,-21.117735567022,1.59442062077864e-84,6.22309036969304e-83,181.792110688687
"AKR1C1",-4.42834848230422,6.81573294797688,-21.0964266818908,2.21663702012596e-84,8.63521025107892e-83,181.463718935788
"NRN1",-2.48978475187513,7.74505507844756,-21.094564224814,2.28138225801499e-84,8.87060184792571e-83,181.435023827382
"AVPR2",-3.15751446528811,3.65455103220479,-21.0901297319404,2.44324314179671e-84,9.48200032156644e-83,181.366705747148
"ITM2A",-2.88668379311999,8.3162759702725,-21.0859187185581,2.60754883942558e-84,1.01005618251711e-82,181.30183674198
"GABRA4",-1.86502426074302,0.520687530966144,-21.0846752764942,2.65814315137538e-84,1.02771523347903e-82,181.282683149431
"JAM2",-2.28993331494189,7.14389834847234,-21.0809701242698,2.81478873648304e-84,1.08623332255633e-82,181.225613235938
"HBA2",-3.83607442466696,6.53176696944674,-21.0801551997262,2.85046012434441e-84,1.09793520361709e-82,181.213061694682
"GPLD1",-3.02089714852309,3.58089355904211,-21.0774141159778,2.97379048374683e-84,1.14329435639181e-82,181.17084492042
"EGFLAM",-1.97220932527308,7.6760293971924,-21.0764758699993,3.01721792262889e-84,1.15782212993591e-82,181.156395116814
"C16orf88",1.12535079003342,9.25823022295623,21.0678445586845,3.44764873128375e-84,1.3205266502473e-82,181.023479364939
"TAL1",-2.11995041580706,5.62554095788604,-21.0668298163024,3.50212178506234e-84,1.33889311447541e-82,181.007854742807
"KCNAB1",-2.09294116649875,5.96834360033031,-21.0653758893869,3.58167228655628e-84,1.36676081864313e-82,180.985468328593
"DNAJB4",-1.59774806969566,8.3126794384806,-21.0615283665588,3.8010005510351e-84,1.44776514494899e-82,180.926230668844
"EHBP1",-1.23402654128485,9.6333779521057,-21.0611357393013,3.8241229837045e-84,1.45387490473062e-82,180.920185938707
"TRIM11",1.31851739272978,9.48566531791908,21.0585199436409,3.98179773567821e-84,1.51102232002724e-82,180.879915539309
"GPR17",-2.60040999136401,2.20969289843105,-21.0546539254147,4.22679787743314e-84,1.60103617017901e-82,180.820402093622
"AADAC",-3.47892633098243,1.49617927332783,-21.0537803148229,4.28421383700635e-84,1.61979576563058e-82,180.806954441366
"RSPO3",-2.99742469654082,5.76552568125516,-21.0503480382907,4.51743302176032e-84,1.70483271942536e-82,180.754123263424
"HOXA2",-2.76681283884278,2.99040999174236,-21.0486476812076,4.63762393585529e-84,1.74698017253411e-82,180.727952062695
"PPEF1",3.01998438324617,4.95836556564822,21.0366044939253,5.58539131048958e-84,2.10014805136174e-82,180.542616279241
"FBXW7",-1.08284480481058,8.63888753096614,-21.0300846988907,6.17681458205758e-84,2.31828159725123e-82,180.442301944852
"ST6GALNAC3",-2.06269749476242,5.31742180016515,-21.0082086802841,8.65731781630209e-84,3.24333457607084e-82,180.105820366383
"PID1",-2.76846888483744,6.39918001651528,-20.9860837427718,1.21786428471188e-83,4.5542356584945e-82,179.765675601255
"ELMOD3",-1.2729558564826,8.61072824112304,-20.985538702526,1.22814380902091e-83,4.58432589076349e-82,179.757298355629
"SCN2B",-3.78505707111901,3.61722906688687,-20.9697847621049,1.56581353826083e-83,5.83414735762158e-82,179.515204737148
"PLD5",-2.7101928737066,1.35000693641619,-20.9660554630721,1.65846627511514e-83,6.16817257755687e-82,179.457908330107
"PTRF",-1.96659733163812,12.297891164327,-20.961894211046,1.76832718411361e-83,6.5648746997925e-82,179.393981067453
"FAM126A",-2.29617732572088,8.28457283236994,-20.959862354471,1.82458127600776e-83,6.76148981885185e-82,179.362768806622
"PER1",-2.26635852644373,9.28837580511974,-20.9587160599675,1.85710247618885e-83,6.86960609660488e-82,179.345160684769
"TCF21",-1.74485285947321,0.952705119735756,-20.9553071914126,1.95727470608765e-83,7.22713124388119e-82,179.292800030092
"CREB5",-2.43498700842809,6.63369256812552,-20.9311607433257,2.83933907792218e-83,1.04652838904385e-81,178.922021351833
"TTC28",-1.67224457211852,8.81844318744839,-20.9178598101442,3.48479931138854e-83,1.28124178969267e-81,178.717865371472
"ANKRD29",-3.01407398647029,5.38820949628406,-20.9177886032669,3.48862231095082e-83,1.28124178969267e-81,178.716772580701
"PHYHIP",-2.82573162372659,4.44570957886045,-20.9079232452636,4.06087173413377e-83,1.48874458396011e-81,178.565388696591
"HN1",1.93907163236258,10.7065559042114,20.9075910398829,4.08169295707736e-83,1.49371045291975e-81,178.560291588063
"E2F1",2.45613790881031,8.1945681255161,20.9071618893437,4.10874817283976e-83,1.5009359428541e-81,178.553707082365
"KIF26B",2.91765608437684,7.71599471511148,20.8985061528207,4.69433136164993e-83,1.71180502406169e-81,178.420914645398
"BMP3",-3.41316051112284,1.83572163501239,-20.8849364527903,5.78449860876694e-83,2.10559851840399e-81,178.212786259002
"PDZD2",-2.69492373218828,8.58638166804294,-20.8689934515449,7.39238220015263e-83,2.68611693042714e-81,177.968337868531
"PPP4C",1.24462760878949,11.0193593724195,20.859901223337,8.50187285230927e-83,3.08380653105847e-81,177.828969216052
"CENPE",2.54288507812375,8.00357811725846,20.8533393969578,9.40449940488149e-83,3.40519175982746e-81,177.728405128741
"S1PR1",-2.20292181307872,8.77978901734104,-20.829126080854,1.36452317265863e-82,4.93198252371157e-81,177.357449788798
"AGAP11",-2.66800840649938,5.08121238645747,-20.8210906417573,1.54385017382647e-82,5.57034166408741e-81,177.234389295852
"POLQ",2.58490478497977,6.65206589595376,20.8162841767986,1.66217332020486e-82,5.98674004628173e-81,177.160790336339
"ATP6V0B",1.27383311183611,11.301462923204,20.806299539391,1.93770543283496e-82,6.96691638110364e-81,177.007926274099
"RBMS3",-2.6594799596987,5.09531255161024,-20.7953131565921,2.2938496080232e-82,8.2329951840413e-81,176.839765576324
"GRIN2B",-2.08207345311776,0.888664574731627,-20.7827167613463,2.78328884659781e-82,9.97223735089929e-81,176.647013220501
"CSRNP1",-1.78437194901567,9.61489132947977,-20.7809456153759,2.8600027209343e-82,1.02292431813208e-80,176.619915247679
"PGM5",-3.26894458091446,6.6322632535095,-20.7798137907339,2.91012761052806e-82,1.03904208424593e-80,176.60259926095
"UGP2",-1.1559772217691,11.258093971924,-20.7742761016826,3.16830962332228e-82,1.12926035706261e-80,176.517883602886
"KIF22",1.33819702697946,10.4364774566474,20.7726348084476,3.24913673882546e-82,1.15495874509229e-80,176.492777124833
"TUSC5",-6.47439998000929,5.22931882741536,-20.7725841943937,3.25166173727882e-82,1.15495874509229e-80,176.492002908432
"NXNL1",-1.5144979465528,0.57848298926507,-20.7708737579396,3.33815252280003e-82,1.18363162855068e-80,176.465839792041
"LOC134466",-2.54120607238242,4.11397002477291,-20.7389802361163,5.44514852097963e-82,1.92407743779194e-80,175.978178263088
"TSTA3",1.67044070751172,10.802314863749,20.7339008006681,5.88625866789514e-82,2.07637268817676e-80,175.90054498287
"FGF1",-2.50143486622208,7.88369991742362,-20.7194054841221,7.35120117582365e-82,2.58868199210394e-80,175.67905054502
"C3orf55",-3.19781806601736,3.68249149463254,-20.7190613492583,7.39008422773041e-82,2.59791830813879e-80,175.673792916322
"IBSP",4.18244486238385,4.10447786952931,20.6998725810256,9.91677186760832e-82,3.48019361439314e-80,175.380696198863
"STAT5B",-1.33191487469813,10.6487975227085,-20.6951479351633,1.0661274153584e-81,3.73508461387508e-80,175.308549948135
"MAOA",-3.91862470613636,8.13200264244426,-20.6742476856436,1.46839555606045e-81,5.13563215773781e-80,174.989493263944
"SCN11A",-2.38885246285723,2.8900701073493,-20.6661702219863,1.66172310206453e-81,5.79861266118122e-80,174.866226418825
"CCL11",3.16679760111309,3.75795821635012,20.6660962627512,1.66360587308122e-81,5.79861266118122e-80,174.865097863615
"LTBP4",-2.02392690351677,9.69769702725021,-20.6583267770243,1.87373642862671e-81,6.51996760672988e-80,174.746552841293
"ABCA6",-3.33455234131363,6.27882898431049,-20.6523605355349,2.05291433108001e-81,7.13135891997846e-80,174.655535755711
"WDR34",1.5083218202754,10.560980181668,20.6484424281627,2.17978987000593e-81,7.55930507284151e-80,174.595770501015
"RPLP0P2",2.08274951142669,5.66694170107349,20.6447942411444,2.30495343265575e-81,7.97988093970025e-80,174.540127377281
"C1QTNF6",2.04411365526396,9.40885606936416,20.64233069479,2.39350790337926e-81,8.27251132262226e-80,174.502555368629
"ARHGAP39",1.70283432247437,8.71749149463253,20.6291982202659,2.92615642694012e-81,1.00964691504337e-79,174.302305724498
"FABP4",-6.17489081706088,8.26289009083402,-20.6046430736919,4.25981531710777e-81,1.46734913523863e-79,173.928042007162
"ANO6",-1.41702931919591,11.0321130470685,-20.6026046620558,4.39466299317685e-81,1.5112635050238e-79,173.89698262666
"CCT3",1.08845392457899,13.0001611065235,20.5955320448607,4.8964570853921e-81,1.68100775858027e-79,173.78922823518
"CDC14C",-1.7591252954629,2.09537712634187,-20.5916051215746,5.19936356252089e-81,1.78201893052677e-79,173.729407521692
"CIT",1.96102192102863,8.39460652353427,20.5834764225766,5.88713086725735e-81,2.01437994507989e-79,173.605596540072
"GYPC",-2.01102315005837,8.53225623451693,-20.5823748258759,5.98707442823442e-81,2.04516868571802e-79,173.588819552438
"SYNPO2",-2.89357241759824,9.57885161023947,-20.5821287181579,6.00963332817456e-81,2.04946465494059e-79,173.585071464597
"PLXNA4",-3.21678139023493,7.10164665565648,-20.5798804979175,6.21968048142149e-81,2.11757944085544e-79,173.55083327949
"CDK5",1.29895316413184,8.35475772089183,20.5746590985451,6.73622207301785e-81,2.28964634369299e-79,173.471323432747
"C10orf108",-2.33525332965504,1.95062006606111,-20.5711615383257,7.10596832665277e-81,2.41133107018482e-79,173.41806909729
"ZFP106",-1.39655892465896,10.7300476465731,-20.5635623111974,7.9806610162642e-81,2.7036793838928e-79,173.302377222885
"SCN9A",-2.50675206384238,3.8735701073493,-20.5611536061313,8.27974752813423e-81,2.8003824835683e-79,173.265710996124
"CRTAP",-1.04227987733692,11.7967855491329,-20.5454591553129,1.05221597319196e-80,3.55295952789984e-79,173.026854718249
"TIMM17A",1.04994898367158,10.484750206441,20.5445033866997,1.06768331128629e-80,3.59926738599467e-79,173.012311565685
"ADAM33",-3.64784866781814,5.74424475639967,-20.5311228369094,1.30964064626956e-80,4.40769220785476e-79,172.808744882298
"CDT1",2.59218018599371,7.68696606110652,20.5272221157416,1.38997740958761e-80,4.6704150930988e-79,172.749412809821
"MPL",-1.50575614754755,3.78716589595376,-20.5201130196655,1.54925792415072e-80,5.19710215405464e-79,172.641293617968
"C14orf49",-2.56864732444146,5.19234797687861,-20.5198557638274,1.55535152354527e-80,5.20903210087838e-79,172.637381463236
"CRYAB",-4.03931101648834,9.1241475639967,-20.5157591563,1.65567606596161e-80,5.53599831175764e-79,172.575086505508
"KLF11",-1.3189805362312,9.15154145334434,-20.5150350825646,1.67406874731415e-80,5.58839534672514e-79,172.564076521378
"TGFBR3",-3.34915786275169,9.40322031379026,-20.5047156732502,1.95949337362663e-80,6.53058424684331e-79,172.407183993642
"GFAP",-3.76369467127253,3.00669099917424,-20.4928602126838,2.34785319343056e-80,7.81222464523978e-79,172.226985010355
"MARCKSL1",1.55165413088327,12.6336622625929,20.4918941580583,2.38269714010221e-80,7.91533532140749e-79,172.212303528586
"FHL5",-2.87690076124679,4.56698191577209,-20.4885089093708,2.508922476708e-80,8.32119199463896e-79,172.160859322101
"EME1",2.32226939100257,6.01019545829893,20.454607866618,4.20624517651053e-80,1.39280989473808e-78,171.645906472059
"SOX12",1.66407445665207,9.81483914120562,20.4439083790013,4.95088131617064e-80,1.63674063479844e-78,171.483468389037
"IL11RA",-1.80188767851716,7.2938534269199,-20.4408442356462,5.18742267054501e-80,1.7094347901491e-78,171.436956606766
"EMCN",-2.21503018679335,8.15397663088357,-20.4279730867259,6.31069942337271e-80,2.07626056349105e-78,171.241617608715
"H2AFZ",1.31292955028868,11.747850867052,20.4216125611148,6.95239638506862e-80,2.28372316456734e-78,171.145109173842
"TEPP",-2.01375561179613,0.916738893476466,-20.4201707736201,7.10668432830667e-80,2.33067458882006e-78,171.123234923898
"SYN2",-3.91889818804074,4.37726630883567,-20.4139846795576,7.80842099334694e-80,2.55672859638617e-78,171.029390393803
"GJB2",3.75175912456622,8.56291808422791,20.4062438392228,8.78474975352054e-80,2.87182981592001e-78,170.911979487334
"RXRG",-2.72446837227526,1.88513757225434,-20.4013819677056,9.45934532507055e-80,3.0874460973561e-78,170.838247065244
"CLCN6",-1.11899430024468,8.33395507844756,-20.3829244006507,1.25259829840177e-79,4.08187985177591e-78,170.558407910431
"NRG2",-3.67563046986198,3.1933308835673,-20.3794705319039,1.32015794068298e-79,4.29522068497965e-78,170.506056784164
"SLC22A3",-3.43114881015209,4.70462056151941,-20.376659743985,1.37781465500251e-79,4.47571754227873e-78,170.463456185574
"HTR2A",-2.82593705400694,2.06174541701073,-20.3562442602894,1.87929651348764e-79,6.09509595922611e-78,170.154123089267
"PRRT4",-3.44067923203634,3.2226460776218,-20.3552561165087,1.90773659528495e-79,6.17757607274449e-78,170.139154691531
"FAM70A",-2.68659999840075,5.4745156895128,-20.3516992583238,2.01371161667456e-79,6.5104723606817e-78,170.085278360401
"RHOQ",-1.33776450926771,10.4543020644096,-20.3477296788909,2.1389378567338e-79,6.90446449665802e-78,170.025155908433
"ACSM2A",-1.43169451534488,0.408097687861272,-20.3426095514507,2.31200886348202e-79,7.45141946111239e-78,169.947615961633
"TDRD10",-2.56187385852965,3.25270222956235,-20.3142537366803,3.55676083289151e-79,1.14451880719847e-77,169.518364475819
"PLAC9",-3.40102647251675,5.80217481420314,-20.3117240913206,3.6960405967127e-79,1.18747595384213e-77,169.480084861683
"PIK3R2",1.12986725759249,10.9588811725846,20.2996728563729,4.4380915271806e-79,1.4236565477034e-77,169.297752832922
"CDCA2",2.75046118840857,6.73078554913295,20.2968447087096,4.63276476277254e-79,1.4837856564699e-77,169.254971396174
"FOSB",-4.26146215436038,8.94601610239472,-20.2802595395113,5.95866744093824e-79,1.90547418321592e-77,169.004146218288
"VWF",-2.02428572902173,11.7078456647399,-20.2774974829094,6.21368124903507e-79,1.98393275338554e-77,168.962384151645
"ZNF781",-1.74111176094293,4.32468439306358,-20.2704085178335,6.919173916754e-79,2.20575528743726e-77,168.855212395225
"RHPN1",2.34836853619921,9.02013682906689,20.2698159450926,6.9816491507433e-79,2.22222103976372e-77,168.846254650222
"STK32A",-2.25868866525932,1.3299245251858,-20.2653230923113,7.4740224028068e-79,2.37525820324495e-77,168.778341731149
"BAI3",-2.37297596075421,1.92674327002477,-20.2588113673237,8.24981615023727e-79,2.61775464550806e-77,168.679925165974
"CYP2U1",-1.60311519614899,7.6261166804294,-20.2583072711414,8.31312383090769e-79,2.63117564705006e-77,168.672307033334
"HADH",-1.14390346879049,10.5667592072667,-20.2582706267452,8.31774473909153e-79,2.63117564705006e-77,168.671753250058
"NPHP3",-1.34976286762942,8.25378670520231,-20.2531195302612,8.99349268430234e-79,2.84056007398042e-77,168.593912940438
"DNASE1L3",-3.64827769674871,3.69252716763006,-20.2457927761096,1.00501331599481e-78,3.16941987363647e-77,168.48321219156
"SPINT2",1.78303949527421,13.2130946325351,20.2352865074727,1.17851750167983e-78,3.71088409654707e-77,168.324506272407
"VIP",-1.76307009707496,1.2660142031379,-20.2254298028171,1.368384373395e-78,4.30213341283299e-77,168.175649518271
"AMOTL2",-1.57836587023623,10.4230782824112,-20.225309279334,1.37088567259661e-78,4.30340716489426e-77,168.173829584433
"DNAJC18",-1.2723455644581,6.86619248554913,-20.217462289482,1.5439566854201e-78,4.83930240483583e-77,168.055349661918
"PDGFD",-2.25334651281805,8.66377869529315,-20.2056989819068,1.84510163892184e-78,5.7743805864429e-77,167.877780708329
"CABP1",-2.14527244238673,2.42625004128819,-20.1967412337917,2.11316894209092e-78,6.60325089514865e-77,167.74259639082
"CES4",-3.10371584304882,1.88278959537572,-20.1898604928403,2.34519646889343e-78,7.31715554808239e-77,167.63877701627
"S100B",-4.48859162788466,6.00128810900083,-20.1838848217086,2.56724147507872e-78,7.99779476227105e-77,167.548627909845
"TLCD1",2.16164750115946,7.39199141205615,20.1683497169624,3.24770559204575e-78,1.01023326976817e-76,167.314326855896
"LOC339524",-2.72172102464458,6.06818769611891,-20.1646464675706,3.43488223392759e-78,1.06684012500051e-76,167.258487508041
"E2F7",2.72162912728494,5.96003344343518,20.1628611800783,3.52892755621509e-78,1.09439399892894e-76,167.231569915105
"INHBA",2.98783134225719,7.71589545829893,20.1623213047417,3.55787014166199e-78,1.10170549032158e-76,167.223430201527
"PENK",-3.7742296174575,2.6214539223782,-20.160799917229,3.64071259688632e-78,1.12566008454934e-76,167.200492786786
"EGR1",-3.10095195429319,11.6982371593724,-20.1370824412166,5.21164034592146e-78,1.60894701205666e-76,166.84302404152
"MLXIPL",-3.74046810439956,4.83300652353427,-20.1320167078448,5.62648216986466e-78,1.73440959380362e-76,166.766700633997
"ERG",-1.85998953365638,8.16908075970272,-20.1223450363412,6.51225501775782e-78,2.00444670936384e-76,166.621007899242
"LOC284578",-3.37399625613715,2.19724995871181,-20.1181186585455,6.94181137501501e-78,2.13346388516554e-76,166.557353261534
"PARP1",1.0708599058037,12.3616689512799,20.1168024916978,7.08127358855361e-78,2.17307244802699e-76,166.537531470038
"ODF3L1",-2.29560563978315,2.31189859620149,-20.1124305096255,7.56492376137152e-78,2.31802813165608e-76,166.471692996149
"KIF18A",2.38230274832477,6.85204938067713,20.1102571429368,7.81748662034731e-78,2.39184799278287e-76,166.438966523588
"P2RY12",-3.03374496473637,4.00313765483072,-20.1044054847093,8.54013080692377e-78,2.60906079562716e-76,166.350861235857
"TDO2",3.54635392537862,5.00473509496284,20.1013178265123,8.94793608603049e-78,2.72553602145706e-76,166.304377167824
"TENC1",-1.67758322378417,10.5143535920727,-20.0987349487061,9.30396656531621e-78,2.82978420127321e-76,166.265495199907
"MMRN1",-4.05450813782405,6.06011263418662,-20.0968503057663,9.57264335352841e-78,2.90719479360855e-76,166.237125849214
"RCBTB2",-1.35087081674104,8.00255235342692,-20.0942495648946,9.95617357617093e-78,3.01920596039571e-76,166.197979322911
"MAD2L1",1.97752831326264,8.32230817506193,20.0753397844637,1.32466396220585e-77,4.01111373806581e-76,165.913424054386
"SLC20A1",1.05842362183946,10.4987893476466,20.0746099577231,1.33934012176071e-77,4.04958066270211e-76,165.902444267833
"THSD1",-1.67217866589903,6.74714938067713,-20.0679850817187,1.48021014152967e-77,4.46892855964767e-76,165.802786274946
"KCNMB1",-2.7646277983016,6.65354723369116,-20.0474447997655,2.01808601830118e-77,6.08389221082572e-76,165.493903408882
"CBX7",-1.8396606454605,9.3058073492981,-20.043867616902,2.1299858293191e-77,6.4118195125984e-76,165.440126243385
"CCL14",-4.05548294231475,7.26463748967795,-20.031443909107,2.56896632233561e-77,7.72194415776723e-76,165.253393195676
"AOC2",-2.27253210670249,3.8539132122213,-20.0236307177682,2.89018737134778e-77,8.67478753417688e-76,165.135987675976
"ARID5B",-1.74113281037599,10.5025004128819,-20.0212090642824,2.99766489389693e-77,8.98424237543123e-76,165.099603175242
"RHOJ",-1.89588824545411,7.21036407927333,-20.0173953578295,3.17507104957666e-77,9.50207123145901e-76,165.04230803755
"C11orf87",-1.70490621711526,0.835957968620974,-20.0126192548047,3.41210037382635e-77,1.01965677837926e-75,164.970562077578
"GALR1",-1.34476433734747,0.492665565648225,-20.0091132992842,3.59726424232465e-77,1.07342783277507e-75,164.917901565611
"GPRASP2",-1.56049401397752,7.80037299752271,-20.0079279557735,3.6621095766761e-77,1.09119172146822e-75,164.900098395119
"CENPK",2.04881722560732,6.08543352601156,19.9946475281857,4.47348925044229e-77,1.33102513495044e-75,164.700670300508
"SCTR",-1.27886239584833,0.51778298926507,-19.9888757981667,4.87990183622556e-77,1.44984637768033e-75,164.614018745944
"ESR2",-1.85126482192263,3.14601924029727,-19.9828433214864,5.34411800756642e-77,1.58547316033726e-75,164.523466016989
"INMT",-3.0341333709159,5.97400949628406,-19.9761677891306,5.90936735543237e-77,1.75063942001481e-75,164.423276484778
"AKAP6",-2.25844754353979,5.78438505367465,-19.9729959624272,6.19848413697052e-77,1.83364379440929e-75,164.37567811877
"PAK7",-3.57010682723216,2.3962146985962,-19.9715758702401,6.33246362460033e-77,1.87058242033158e-75,164.354368582025
"LOC647309",-1.29471449087623,0.343280181668043,-19.9678552874092,6.69735385583542e-77,1.97552693477444e-75,164.298542093241
"DNAH14",1.69249060116107,7.08842237819983,19.9631242031793,7.19181710551626e-77,2.11833579879841e-75,164.227560827091
"CDKN1C",-2.2833013305826,7.75700338563171,-19.9576294196483,7.81201496707439e-77,2.29771729618965e-75,164.145132282997
"KCTD12",-1.82170055334324,10.8312609413708,-19.9503786312328,8.71285618724575e-77,2.55901198174757e-75,164.036378994386
"CLDN11",-3.18884322554333,6.79362146985962,-19.9367645282391,1.06937721489812e-76,3.13633060312263e-75,163.832237313296
"ANKDD1A",-1.55982521709927,5.93335953757225,-19.9329400136808,1.13271143021705e-76,3.3173417492662e-75,163.774901871268
"P4HA3",2.73371881207121,6.90692188274154,19.9293424530828,1.19570099874004e-76,3.49682927409301e-75,163.720973891309
"CDC6",2.6096749500232,8.31063848059455,19.9245209904588,1.28563732435671e-76,3.75449989602321e-75,163.648707141632
"TIMELESS",1.36681026003934,9.75341379025599,19.9157189554518,1.46759872046522e-76,4.27373074200722e-75,163.516800152793
"CTHRC1",2.44345348638232,10.3859821635012,19.9078164297786,1.65276211174754e-76,4.80611985186643e-75,163.398398277134
"MYOCD",-2.77956450446993,2.87664995871181,-19.8882302324765,2.21851693600869e-76,6.44217152705212e-75,163.105044897802
"PARK2",-2.23426114682787,5.18010338563171,-19.884123919591,2.359714300201e-76,6.84250488462239e-75,163.043560902234
"PHF17",-1.21605775160325,9.50215433526012,-19.8827672387886,2.40830862826722e-76,6.97356504066657e-75,163.023248676933
"ADAMTS1",-2.621739605623,9.68887382328654,-19.8744561700574,2.72858529691461e-76,7.87874207393205e-75,162.898830683881
"ZBTB16",-4.44193615922212,4.486848059455,-19.8637821105968,3.20304827675247e-76,9.23575577552364e-75,162.739077041212
